user_id,age,account_tier,loyalty_score
user_1821,33,Platinum,0.12
user_1822,36,Gold,0.2
user_1823,65,Silver,0.36
user_1824,49,Gold,0.87
user_1825,19,Silver,0.77
user_1826,52,Gold,0.82
user_1827,46,Gold,0.45
user_1828,24,Silver,0.88
user_1829,56,Platinum,0.27
user_1830,78,Gold,0.91
user_1831,47,Gold,0.39
user_1832,18,Platinum,1.0
user_1833,59,Silver,0.85
user_1834,24,Platinum,0.49
user_1835,41,Silver,0.22
user_1836,22,Platinum,0.89
user_1837,75,Gold,0.52
user_1838,47,Silver,0.52
user_1839,25,Gold,0.98
user_1840,30,Platinum,0.84
user_1841,25,Gold,0.05
user_1842,58,Platinum,0.43
user_1843,40,Gold,0.58
user_1844,73,Silver,0.35
user_1845,32,Gold,0.94
user_1846,48,Silver,0.56
user_1847,55,Silver,0.42
user_1848,21,Gold,0.88
user_1849,76,Gold,0.39
user_1850,77,Platinum,0.01
user_1851,42,Silver,0.36
user_1852,63,Platinum,0.85
user_1853,32,Platinum,0.51
user_1854,33,Gold,0.66
user_1855,74,Gold,0.86
user_1856,62,Gold,0.47
user_1857,24,Silver,0.55
user_1858,58,Silver,0.17
user_1859,56,Gold,0.12
user_1860,71,Gold,0.08
user_1861,54,Silver,0.66
user_1862,68,Silver,0.33
user_1863,60,Gold,0.6
user_1864,48,Silver,0.02
user_1865,24,Platinum,0.84
user_1866,46,Platinum,0.83
user_1867,67,Gold,0.04
user_1868,43,Gold,0.84
user_1869,66,Gold,0.26
user_1870,62,Gold,0.57
user_1871,52,Gold,1.0
user_1872,41,Silver,0.47
user_1873,55,Gold,0.33
user_1874,54,Gold,0.83
user_1875,52,Silver,0.63
user_1876,30,Gold,0.75
user_1877,75,Gold,0.59
user_1878,20,Gold,0.45
user_1879,34,Platinum,0.05
user_1880,42,Gold,0.67
user_1881,57,Gold,0.59
user_1882,19,Platinum,0.41
user_1883,25,Gold,0.84
user_1884,55,Platinum,0.43
user_1885,72,Platinum,0.72
user_1886,43,Platinum,0.01
user_1887,40,Silver,0.95
user_1888,55,Platinum,0.96
user_1889,21,Silver,0.97
user_1890,51,Gold,0.7
user_1891,29,Silver,0.96
user_1892,65,Gold,0.89
user_1893,18,Platinum,0.72
user_1894,75,Gold,0.72
user_1895,43,Gold,0.89
user_1896,62,Gold,0.94
user_1897,51,Platinum,0.21
user_1898,79,Silver,0.96
user_1899,22,Platinum,0.38
user_1900,74,Gold,0.61
user_1901,19,Platinum,0.72
user_1902,47,Gold,0.78
user_1903,49,Gold,0.59
user_1904,32,Gold,0.55
user_1905,67,Gold,0.27
user_1906,46,Gold,0.86
user_1907,47,Platinum,0.62
user_1908,49,Platinum,0.87
user_1909,74,Platinum,0.22
user_1910,30,Gold,0.85
user_1911,36,Platinum,0.39
user_1912,73,Silver,0.22
user_1913,74,Gold,0.42
user_1914,55,Silver,0.06
user_1915,69,Gold,0.4
user_1916,51,Silver,0.93
user_1917,67,Silver,0.05
user_1918,20,Gold,0.24
user_1919,55,Platinum,0.5
user_1920,36,Gold,0.35
user_1921,36,Gold,0.46
user_1922,46,Platinum,0.66
user_1923,51,Silver,0.89
user_1924,49,Silver,0.88
user_1925,44,Silver,0.89
user_1926,54,Silver,0.44
user_1927,43,Platinum,0.03
user_1928,60,Silver,0.82
user_1929,36,Platinum,0.63
user_1930,23,Platinum,0.65
user_1931,73,Platinum,0.06
user_1932,67,Silver,0.41
user_1933,56,Gold,0.93
user_1934,32,Gold,0.68
user_1935,58,Platinum,0.56
user_1936,23,Silver,0.89
user_1937,25,Silver,0.24
user_1938,47,Platinum,0.23
user_1939,25,Gold,0.99
user_1940,55,Gold,0.4
user_1941,66,Silver,0.11
user_1942,25,Gold,0.07
user_1943,76,Platinum,0.51
user_1944,60,Silver,0.45
user_1945,60,Silver,0.54
user_1946,24,Platinum,0.15
user_1947,20,Silver,0.03
user_1948,56,Gold,0.15
user_1949,20,Gold,0.4
user_1950,68,Platinum,0.1
user_1951,76,Platinum,0.96
user_1952,66,Gold,0.71
user_1953,38,Gold,0.25
user_1954,22,Gold,0.53
user_1955,19,Silver,0.93
user_1956,62,Silver,0.37
user_1957,75,Silver,0.63
user_1958,77,Silver,0.24
user_1959,77,Platinum,0.84
user_1960,19,Platinum,0.91
user_1961,60,Silver,0.19
user_1962,66,Gold,0.68
user_1963,49,Gold,0.11
user_1964,74,Silver,0.63
user_1965,21,Silver,0.73
user_1966,70,Platinum,0.77
user_1967,47,Platinum,0.49
user_1968,34,Gold,0.91
user_1969,30,Silver,0.24
user_1970,24,Gold,0.44
user_1971,75,Silver,0.33
user_1972,65,Gold,0.91
user_1973,27,Platinum,0.94
user_1974,65,Platinum,0.58
user_1975,39,Gold,0.13
user_1976,37,Platinum,0.54
user_1977,19,Silver,0.78
user_1978,43,Silver,0.39
user_1979,31,Gold,0.37
user_1980,75,Silver,0.54
user_1981,28,Silver,0.95
user_1982,39,Gold,0.54
user_1983,59,Platinum,0.86
user_1984,73,Gold,0.38
user_1985,36,Platinum,0.34
user_1986,18,Silver,0.37
user_1987,25,Platinum,0.81
user_1988,59,Gold,0.23
user_1989,20,Gold,0.99
user_1990,27,Silver,0.96
user_1991,72,Platinum,0.43
user_1992,33,Gold,0.78
user_1993,55,Silver,0.36
user_1994,21,Platinum,0.17
user_1995,75,Platinum,0.36
user_1996,29,Platinum,0.0
user_1997,71,Gold,0.48
user_1998,27,Platinum,0.16
user_1999,67,Gold,0.53
user_2000,57,Gold,0.67
user_2001,66,Silver,0.14
user_2002,25,Gold,0.98
user_2003,75,Platinum,0.32
user_2004,32,Platinum,0.94
user_2005,24,Silver,0.31
user_2006,43,Silver,0.7
user_2007,69,Gold,0.36
user_2008,40,Silver,0.01
user_2009,23,Platinum,0.09
user_2010,32,Gold,0.31
user_2011,64,Silver,0.09
user_2012,57,Platinum,0.63
user_2013,20,Platinum,0.16
user_2014,26,Platinum,0.31
user_2015,57,Platinum,0.52
user_2016,20,Platinum,0.05
user_2017,35,Gold,0.38
user_2018,68,Silver,0.01
user_2019,27,Platinum,0.31
user_2020,29,Silver,0.65
user_2021,71,Platinum,0.57
user_2022,70,Gold,0.17
user_2023,47,Silver,0.17
user_2024,34,Platinum,0.29
user_2025,70,Gold,0.65
user_2026,49,Silver,0.93
user_2027,47,Gold,0.32
user_2028,45,Silver,0.12
user_2029,19,Silver,0.52
user_2030,28,Silver,0.35
user_2031,64,Gold,0.5
user_2032,48,Silver,0.61
user_2033,48,Gold,0.27
user_2034,36,Platinum,0.25
user_2035,44,Platinum,0.67
user_2036,75,Silver,0.07
user_2037,38,Platinum,0.91
user_2038,59,Platinum,0.62
user_2039,42,Platinum,0.05
user_2040,60,Platinum,0.47
user_2041,29,Silver,0.05
user_2042,55,Silver,0.83
user_2043,50,Gold,0.45
user_2044,55,Platinum,0.74
user_2045,37,Gold,0.77
user_2046,18,Gold,0.74
user_2047,46,Platinum,0.57
user_2048,46,Platinum,0.83
user_2049,24,Platinum,0.86
user_2050,62,Silver,0.82
user_2051,70,Gold,0.43
user_2052,22,Platinum,0.08
user_2053,32,Silver,0.51
user_2054,33,Silver,0.47
user_2055,76,Gold,0.62
user_2056,56,Silver,0.81
user_2057,44,Platinum,0.81
user_2058,56,Platinum,0.78
user_2059,78,Silver,0.29
user_2060,36,Gold,0.11
user_2061,42,Platinum,0.73
user_2062,68,Gold,0.53
user_2063,50,Silver,0.67
user_2064,32,Silver,0.88
user_2065,70,Gold,0.52
user_2066,38,Platinum,0.16
user_2067,41,Platinum,0.17
user_2068,48,Platinum,0.12
user_2069,51,Silver,0.05
user_2070,49,Platinum,0.89
user_2071,18,Gold,0.27
user_2072,54,Gold,0.34
user_2073,23,Gold,0.99
user_2074,64,Gold,0.72
user_2075,39,Silver,0.65
user_2076,52,Silver,0.73
user_2077,74,Platinum,0.54
user_2078,37,Gold,0.93
user_2079,41,Gold,0.95
user_2080,73,Silver,0.41
user_2081,46,Silver,0.44
user_2082,54,Gold,0.94
user_2083,35,Silver,0.64
user_2084,51,Gold,0.3
user_2085,44,Silver,0.17
user_2086,35,Silver,0.35
user_2087,68,Platinum,0.96
user_2088,32,Silver,0.55
user_2089,25,Platinum,0.67
user_2090,39,Silver,0.96
user_2091,52,Platinum,0.35
user_2092,45,Platinum,0.47
user_2093,60,Gold,0.71
user_2094,49,Gold,0.13
user_2095,39,Silver,0.39
user_2096,44,Gold,0.26
user_2097,38,Platinum,0.64
user_2098,58,Platinum,0.79
user_2099,50,Platinum,0.39
user_2100,71,Platinum,0.03
user_2101,23,Platinum,0.42
user_2102,19,Gold,0.9
user_2103,58,Silver,0.92
user_2104,41,Platinum,0.19
user_2105,27,Silver,0.17
user_2106,27,Gold,0.39
user_2107,33,Platinum,0.62
user_2108,38,Silver,0.87
user_2109,59,Platinum,0.33
user_2110,24,Gold,0.24
user_2111,37,Platinum,0.06
user_2112,30,Silver,0.79
user_2113,47,Silver,0.31
user_2114,28,Silver,0.73
user_2115,75,Gold,0.4
user_2116,60,Silver,0.87
user_2117,40,Gold,0.86
user_2118,55,Silver,0.25
user_2119,32,Silver,0.22
user_2120,40,Gold,0.74
user_2121,32,Platinum,0.23
user_2122,26,Gold,0.85
user_2123,77,Platinum,0.12
user_2124,32,Silver,0.21
user_2125,43,Silver,0.44
user_2126,32,Platinum,0.28
user_2127,41,Silver,0.54
user_2128,23,Gold,0.31
user_2129,51,Platinum,0.98
user_2130,32,Gold,0.62
user_2131,69,Silver,0.82
user_2132,27,Platinum,0.83
user_2133,29,Gold,0.8
user_2134,56,Silver,0.91
user_2135,30,Gold,0.55
user_2136,31,Platinum,0.33
user_2137,20,Gold,0.23
user_2138,39,Gold,0.48
user_2139,78,Gold,0.96
user_2140,63,Gold,0.53
user_2141,66,Silver,0.36
user_2142,63,Gold,0.7
user_2143,73,Platinum,0.16
user_2144,45,Platinum,0.65
user_2145,40,Silver,0.33
user_2146,18,Silver,0.35
user_2147,73,Gold,0.92
user_2148,71,Platinum,0.62
user_2149,78,Platinum,0.77
user_2150,18,Silver,0.91
user_2151,32,Silver,0.83
user_2152,58,Gold,0.06
user_2153,44,Platinum,0.6
user_2154,73,Silver,0.19
user_2155,76,Platinum,0.38
user_2156,46,Gold,0.99
user_2157,73,Silver,0.25
user_2158,28,Gold,0.71
user_2159,47,Platinum,0.24
user_2160,50,Platinum,0.9
user_2161,25,Silver,0.58
user_2162,22,Platinum,0.6
user_2163,34,Silver,0.8
user_2164,67,Silver,0.07
user_2165,38,Silver,0.95
user_2166,25,Platinum,0.3
user_2167,41,Silver,0.88
user_2168,58,Silver,0.44
user_2169,24,Silver,0.11
user_2170,63,Platinum,0.98
user_2171,71,Platinum,0.06
user_2172,22,Silver,0.53
user_2173,36,Silver,0.92
user_2174,43,Silver,1.0
user_2175,53,Gold,0.83
user_2176,63,Gold,0.28
user_2177,58,Silver,0.54
user_2178,42,Platinum,0.31
user_2179,51,Silver,0.49
user_2180,22,Silver,0.54
user_2181,38,Gold,0.24
user_2182,69,Gold,0.03
user_2183,75,Platinum,0.47
user_2184,19,Gold,0.06
user_2185,71,Silver,0.18
user_2186,47,Silver,0.53
user_2187,46,Silver,0.28
user_2188,68,Gold,0.94
user_2189,28,Gold,0.39
user_2190,47,Platinum,0.98
user_2191,34,Platinum,0.92
user_2192,55,Platinum,0.04
user_2193,52,Gold,0.04
user_2194,63,Platinum,0.7
user_2195,47,Platinum,0.64
user_2196,28,Gold,0.62
user_2197,60,Gold,0.9
user_2198,41,Gold,0.63
user_2199,46,Gold,0.07
user_2200,46,Platinum,0.4
user_2201,33,Gold,0.75
user_2202,69,Silver,0.2
user_2203,43,Platinum,0.14
user_2204,34,Gold,0.57
user_2205,67,Platinum,0.24
user_2206,27,Silver,0.88
user_2207,75,Silver,0.63
user_2208,24,Silver,0.23
user_2209,54,Gold,0.27
user_2210,47,Gold,0.35
user_2211,55,Gold,0.32
user_2212,46,Gold,0.37
user_2213,34,Platinum,0.48
user_2214,54,Silver,0.59
user_2215,47,Platinum,0.13
user_2216,46,Silver,0.61
user_2217,32,Gold,0.73
user_2218,27,Gold,0.49
user_2219,70,Gold,0.52
user_2220,68,Gold,0.57
user_2221,45,Gold,0.19
user_2222,57,Silver,0.4
user_2223,22,Silver,0.53
user_2224,57,Platinum,0.1
user_2225,23,Platinum,0.24
user_2226,70,Platinum,0.24
user_2227,66,Platinum,0.9
user_2228,32,Platinum,0.17
user_2229,51,Silver,0.86
user_2230,32,Platinum,0.04
user_2231,58,Silver,0.83
user_2232,32,Platinum,0.79
user_2233,32,Platinum,0.0
user_2234,77,Gold,0.31
user_2235,44,Silver,0.3
user_2236,28,Gold,0.45
user_2237,27,Silver,0.64
user_2238,46,Platinum,0.64
user_2239,74,Silver,0.42
user_2240,29,Gold,0.23
user_2241,78,Silver,0.55
user_2242,22,Silver,0.85
user_2243,71,Gold,0.35
user_2244,23,Silver,0.79
user_2245,60,Gold,0.48
user_2246,22,Gold,0.76
user_2247,23,Gold,0.89
user_2248,56,Gold,0.74
user_2249,51,Gold,0.75
user_2250,27,Gold,0.48
user_2251,42,Gold,0.26
user_2252,46,Silver,0.84
user_2253,35,Silver,0.52
user_2254,76,Silver,0.22
user_2255,21,Gold,0.12
user_2256,32,Silver,0.79
user_2257,74,Gold,0.89
user_2258,18,Silver,0.16
user_2259,19,Gold,0.89
user_2260,44,Silver,0.78
user_2261,26,Platinum,0.95
user_2262,56,Silver,0.97
user_2263,67,Silver,0.86
user_2264,79,Silver,0.23
user_2265,21,Gold,0.43
user_2266,75,Gold,0.63
user_2267,46,Gold,0.51
user_2268,51,Gold,0.9
user_2269,21,Platinum,0.83
user_2270,62,Gold,0.92
user_2271,33,Silver,0.78
user_2272,42,Platinum,0.32
user_2273,51,Silver,0.63
user_2274,41,Silver,0.26
user_2275,58,Gold,0.93
user_2276,27,Silver,0.07
user_2277,73,Platinum,0.07
user_2278,53,Silver,0.5
user_2279,73,Platinum,0.84
user_2280,58,Silver,0.11
user_2281,33,Silver,0.23
user_2282,78,Silver,0.36
user_2283,42,Platinum,0.38
user_2284,72,Silver,0.89
user_2285,72,Platinum,0.48
user_2286,72,Gold,0.0
user_2287,35,Platinum,0.01
user_2288,65,Platinum,0.4
user_2289,60,Platinum,0.85
user_2290,42,Gold,0.22
user_2291,71,Platinum,0.2
user_2292,54,Gold,0.91
user_2293,26,Gold,0.18
user_2294,21,Gold,0.01
user_2295,50,Silver,0.05
user_2296,47,Gold,0.84
user_2297,51,Platinum,0.32
user_2298,51,Platinum,0.69
user_2299,18,Gold,0.62
user_2300,51,Platinum,0.44
user_2301,73,Silver,0.86
user_2302,72,Gold,0.74
user_2303,67,Gold,0.14
user_2304,20,Platinum,0.49
user_2305,34,Platinum,0.65
user_2306,35,Platinum,0.25
user_2307,77,Platinum,0.14
user_2308,64,Silver,0.65
user_2309,49,Gold,0.57
user_2310,54,Platinum,0.42
user_2311,49,Platinum,0.62
user_2312,69,Gold,0.45
user_2313,71,Gold,0.98
user_2314,53,Platinum,0.23
user_2315,53,Platinum,0.43
user_2316,78,Silver,0.31
user_2317,24,Silver,0.59
user_2318,40,Silver,0.06
user_2319,23,Gold,0.79
user_2320,27,Gold,0.84
user_2321,30,Gold,0.96
user_2322,67,Silver,0.89
user_2323,49,Platinum,0.92
user_2324,55,Platinum,0.04
user_2325,77,Platinum,0.33
user_2326,45,Silver,0.29
user_2327,37,Silver,0.11
user_2328,57,Gold,0.6
user_2329,52,Platinum,0.9
user_2330,25,Silver,0.35
user_2331,47,Gold,0.82
user_2332,77,Gold,0.68
user_2333,26,Gold,0.62
user_2334,74,Platinum,0.77
user_2335,66,Gold,0.87
user_2336,27,Platinum,0.48
user_2337,24,Platinum,0.65
user_2338,19,Platinum,0.01
user_2339,36,Silver,0.74
user_2340,40,Silver,0.52
user_2341,66,Gold,0.29
user_2342,59,Platinum,0.24
user_2343,61,Gold,0.96
user_2344,23,Silver,0.21
user_2345,63,Gold,0.59
user_2346,45,Gold,0.01
user_2347,31,Silver,0.29
user_2348,45,Gold,0.08
user_2349,26,Platinum,0.98
user_2350,22,Gold,0.72
user_2351,28,Silver,0.81
user_2352,36,Silver,0.18
user_2353,57,Gold,0.66
user_2354,39,Silver,0.67
user_2355,65,Gold,0.1
user_2356,70,Platinum,0.15
user_2357,75,Gold,0.9
user_2358,24,Platinum,0.79
user_2359,57,Silver,0.52
user_2360,52,Silver,0.47
user_2361,51,Platinum,0.03
user_2362,27,Gold,0.85
user_2363,27,Gold,0.9
user_2364,40,Silver,0.26
user_2365,38,Platinum,0.06
user_2366,47,Silver,0.24
user_2367,57,Silver,0.58
user_2368,55,Gold,0.57
user_2369,69,Silver,0.71
user_2370,40,Gold,0.42
user_2371,30,Platinum,0.6
user_2372,57,Silver,0.38
user_2373,71,Gold,0.18
user_2374,28,Platinum,0.5
user_2375,79,Silver,0.35
user_2376,32,Gold,0.97
user_2377,43,Gold,0.46
user_2378,50,Gold,0.43
user_2379,69,Platinum,0.64
user_2380,66,Platinum,0.41
user_2381,58,Silver,0.2
user_2382,41,Gold,0.31
user_2383,52,Platinum,0.2
user_2384,66,Silver,0.52
user_2385,29,Silver,0.45
user_2386,55,Gold,0.71
user_2387,27,Silver,0.16
user_2388,35,Silver,0.6
user_2389,38,Gold,0.9
user_2390,55,Gold,0.49
user_2391,61,Gold,0.93
user_2392,38,Gold,0.88
user_2393,18,Platinum,0.25
user_2394,64,Gold,0.4
user_2395,71,Platinum,0.34
user_2396,18,Silver,0.93
user_2397,69,Silver,0.47
user_2398,56,Silver,0.3
user_2399,72,Silver,0.48
user_2400,74,Silver,0.95
user_2401,67,Platinum,0.32
user_2402,74,Gold,0.26
user_2403,49,Gold,0.67
user_2404,74,Platinum,0.82
user_2405,61,Silver,0.13
user_2406,22,Platinum,0.55
user_2407,44,Platinum,0.68
user_2408,79,Silver,0.69
user_2409,69,Gold,0.33
user_2410,61,Platinum,0.1
user_2411,59,Platinum,0.81
user_2412,32,Silver,0.83
user_2413,31,Gold,0.27
user_2414,53,Silver,0.78
user_2415,49,Platinum,0.13
user_2416,35,Silver,0.24
user_2417,60,Silver,0.4
user_2418,55,Platinum,0.59
user_2419,74,Silver,0.14
user_2420,24,Platinum,0.22
user_2421,58,Gold,0.84
user_2422,66,Platinum,0.81
user_2423,68,Silver,0.43
user_2424,43,Gold,0.17
user_2425,49,Gold,0.94
user_2426,56,Platinum,0.83
user_2427,63,Gold,0.0
user_2428,32,Platinum,0.18
user_2429,58,Silver,0.51
user_2430,56,Platinum,0.12
user_2431,52,Silver,0.79
user_2432,46,Gold,0.45
user_2433,50,Platinum,0.11
user_2434,67,Silver,0.52
user_2435,60,Silver,0.76
user_2436,22,Platinum,0.8
user_2437,77,Platinum,0.38
user_2438,42,Silver,0.13
user_2439,57,Silver,0.44
user_2440,66,Silver,0.06
user_2441,59,Platinum,0.98
user_2442,24,Silver,0.29
user_2443,32,Gold,0.63
user_2444,76,Silver,0.36
user_2445,79,Silver,0.11
user_2446,38,Silver,0.56
user_2447,54,Platinum,0.6
user_2448,42,Silver,0.01
user_2449,43,Silver,0.39
user_2450,31,Platinum,0.15
user_2451,75,Platinum,0.77
user_2452,68,Silver,0.98
user_2453,40,Silver,0.25
user_2454,23,Silver,0.8
user_2455,68,Platinum,0.15
user_2456,78,Platinum,0.43
user_2457,58,Silver,0.33
user_2458,19,Silver,0.72
user_2459,33,Gold,0.07
user_2460,36,Platinum,0.17
user_2461,74,Platinum,0.6
user_2462,73,Silver,0.14
user_2463,52,Platinum,0.94
user_2464,70,Silver,0.45
user_2465,34,Gold,0.86
user_2466,52,Gold,0.93
user_2467,58,Platinum,0.59
user_2468,52,Gold,0.09
user_2469,54,Platinum,0.66
user_2470,52,Platinum,0.12
user_2471,79,Silver,0.38
user_2472,60,Platinum,0.6
user_2473,29,Platinum,0.68
user_2474,30,Silver,0.33
user_2475,44,Silver,0.91
user_2476,69,Platinum,0.84
user_2477,43,Platinum,0.14
user_2478,40,Silver,0.6
user_2479,75,Platinum,0.33
user_2480,58,Gold,0.75
user_2481,48,Gold,0.03
user_2482,55,Gold,0.56
user_2483,57,Gold,0.64
user_2484,44,Platinum,0.26
user_2485,62,Gold,0.72
user_2486,71,Silver,0.84
user_2487,42,Gold,0.61
user_2488,74,Silver,0.51
user_2489,58,Platinum,0.63
user_2490,22,Gold,0.79
user_2491,32,Platinum,0.83
user_2492,50,Gold,0.28
user_2493,43,Platinum,0.97
user_2494,73,Gold,0.71
user_2495,50,Platinum,0.15
user_2496,21,Gold,0.65
user_2497,24,Gold,0.31
user_2498,35,Gold,0.26
user_2499,41,Platinum,0.44
user_2500,20,Platinum,0.08
user_2501,21,Platinum,0.94
user_2502,48,Platinum,0.18
user_2503,18,Silver,0.96
user_2504,28,Silver,0.68
user_2505,37,Gold,1.0
user_2506,25,Gold,0.34
user_2507,79,Platinum,0.68
user_2508,39,Gold,0.8
user_2509,73,Gold,0.37
user_2510,49,Silver,0.05
user_2511,18,Platinum,0.12
user_2512,65,Gold,0.8
user_2513,59,Platinum,0.96
user_2514,61,Platinum,0.08
user_2515,22,Silver,0.79
user_2516,55,Silver,0.07
user_2517,63,Gold,0.29
user_2518,35,Platinum,0.34
user_2519,75,Platinum,0.5
user_2520,52,Gold,0.23
user_2521,73,Gold,0.11
user_2522,61,Platinum,0.73
user_2523,23,Gold,0.07
user_2524,56,Silver,0.14
user_2525,28,Gold,0.83
user_2526,38,Platinum,0.16
user_2527,36,Platinum,0.97
user_2528,36,Silver,0.33
user_2529,50,Gold,0.26
user_2530,72,Platinum,0.55
user_2531,64,Silver,0.53
user_2532,67,Silver,0.77
user_2533,62,Gold,0.33
user_2534,64,Platinum,0.02
user_2535,20,Gold,0.23
user_2536,57,Platinum,0.86
user_2537,70,Gold,0.96
user_2538,58,Platinum,0.14
user_2539,20,Platinum,0.0
user_2540,43,Gold,0.49
user_2541,50,Gold,0.14
user_2542,54,Platinum,0.02
user_2543,35,Platinum,0.52
user_2544,67,Platinum,0.11
user_2545,28,Silver,0.35
user_2546,45,Gold,0.09
user_2547,63,Gold,0.39
user_2548,60,Silver,0.97
user_2549,50,Silver,0.01
user_2550,22,Platinum,0.36
user_2551,57,Silver,0.96
user_2552,20,Platinum,0.44
user_2553,66,Gold,0.23
user_2554,45,Gold,0.1
user_2555,26,Platinum,0.49
user_2556,56,Gold,0.48
user_2557,56,Platinum,0.05
user_2558,67,Silver,0.33
user_2559,35,Platinum,0.7
user_2560,77,Silver,0.84
user_2561,68,Gold,0.49
user_2562,46,Gold,0.73
user_2563,67,Platinum,0.98
user_2564,35,Gold,0.53
user_2565,23,Gold,0.6
user_2566,43,Silver,0.21
user_2567,70,Silver,0.87
user_2568,72,Platinum,0.14
user_2569,46,Silver,0.83
user_2570,77,Silver,0.64
user_2571,39,Silver,0.98
user_2572,63,Platinum,0.94
user_2573,68,Platinum,0.68
user_2574,21,Platinum,0.97
user_2575,73,Silver,0.43
user_2576,77,Platinum,0.73
user_2577,79,Platinum,0.08
user_2578,36,Platinum,0.18
user_2579,44,Silver,0.63
user_2580,63,Silver,0.03
user_2581,57,Gold,0.44
user_2582,55,Gold,0.52
user_2583,71,Platinum,0.38
user_2584,33,Gold,0.41
user_2585,49,Silver,0.24
user_2586,24,Gold,0.25
user_2587,18,Gold,0.48
user_2588,66,Platinum,0.13
user_2589,63,Gold,0.69
user_2590,65,Silver,0.17
user_2591,60,Gold,0.15
user_2592,20,Gold,0.48
user_2593,21,Platinum,0.33
user_2594,46,Gold,0.19
user_2595,20,Platinum,0.2
user_2596,42,Gold,0.38
user_2597,44,Silver,0.94
user_2598,22,Silver,0.12
user_2599,45,Gold,0.79
user_2600,37,Platinum,0.72
user_2601,51,Silver,0.08
user_2602,44,Silver,0.14
user_2603,30,Platinum,0.05
user_2604,70,Gold,0.0
user_2605,67,Gold,0.98
user_2606,51,Platinum,0.94
user_2607,54,Platinum,0.48
user_2608,26,Silver,0.5
user_2609,30,Platinum,0.05
user_2610,72,Silver,0.88
user_2611,50,Silver,0.64
user_2612,38,Gold,0.43
user_2613,75,Platinum,0.25
user_2614,24,Gold,0.42
user_2615,19,Gold,0.44
user_2616,20,Gold,0.96
user_2617,23,Platinum,0.35
user_2618,25,Silver,0.6
user_2619,53,Silver,0.78
user_2620,66,Gold,0.77
user_2621,65,Platinum,0.69
user_2622,23,Platinum,0.29
user_2623,20,Silver,0.53
user_2624,34,Silver,0.62
user_2625,36,Silver,0.25
user_2626,39,Gold,0.4
user_2627,69,Platinum,0.19
user_2628,56,Gold,0.71
user_2629,30,Silver,0.72
user_2630,73,Silver,0.91
user_2631,67,Silver,0.7
user_2632,66,Gold,0.58
user_2633,66,Silver,0.68
user_2634,20,Gold,0.61
user_2635,20,Platinum,0.86
user_2636,60,Platinum,0.52
user_2637,70,Gold,0.82
user_2638,71,Platinum,0.57
user_2639,30,Silver,0.02
user_2640,72,Platinum,0.83
user_2641,35,Silver,0.65
user_2642,59,Gold,0.33
user_2643,61,Silver,0.08
user_2644,25,Silver,0.08
user_2645,61,Silver,0.28
user_2646,51,Gold,0.38
user_2647,22,Silver,0.04
user_2648,20,Silver,0.9
user_2649,48,Silver,0.08
user_2650,37,Platinum,0.35
user_2651,64,Silver,0.73
user_2652,32,Gold,0.22
user_2653,18,Platinum,0.96
user_2654,41,Platinum,0.98
user_2655,65,Platinum,0.56
user_2656,39,Silver,0.51
user_2657,27,Platinum,0.07
user_2658,29,Silver,0.8
user_2659,26,Platinum,0.15
user_2660,40,Platinum,0.26
user_2661,48,Platinum,0.38
user_2662,56,Platinum,0.54
user_2663,70,Silver,0.32
user_2664,28,Platinum,0.66
user_2665,20,Platinum,0.57
user_2666,22,Platinum,0.3
user_2667,70,Silver,0.82
user_2668,27,Platinum,0.26
user_2669,77,Silver,0.15
user_2670,27,Platinum,0.62
user_2671,18,Silver,0.14
user_2672,39,Gold,0.41
user_2673,61,Platinum,0.78
user_2674,31,Gold,0.06
user_2675,31,Platinum,0.85
user_2676,23,Gold,0.66
user_2677,50,Gold,0.05
user_2678,36,Silver,0.95
user_2679,77,Platinum,0.28
user_2680,64,Silver,0.66
user_2681,77,Gold,0.61
user_2682,22,Silver,0.83
user_2683,63,Platinum,0.59
user_2684,33,Platinum,0.89
user_2685,50,Platinum,0.15
user_2686,46,Silver,0.28
user_2687,77,Silver,0.91
user_2688,38,Silver,0.24
user_2689,66,Platinum,0.31
user_2690,44,Platinum,0.37
user_2691,53,Gold,0.47
user_2692,65,Platinum,0.08
user_2693,56,Platinum,0.72
user_2694,29,Gold,0.84
user_2695,51,Gold,0.64
user_2696,73,Platinum,0.67
user_2697,31,Platinum,0.0
user_2698,28,Platinum,0.8
user_2699,65,Gold,0.16
user_2700,72,Platinum,0.57
user_2701,72,Silver,0.07
user_2702,45,Platinum,0.27
user_2703,41,Silver,0.61
user_2704,18,Silver,0.2
user_2705,78,Platinum,0.33
user_2706,44,Silver,0.66
user_2707,63,Platinum,0.75
user_2708,69,Platinum,0.66
user_2709,79,Gold,0.4
user_2710,35,Platinum,0.91
user_2711,61,Silver,0.76
user_2712,66,Gold,0.74
user_2713,34,Platinum,0.97
user_2714,63,Gold,0.06
user_2715,62,Silver,0.32
user_2716,61,Gold,0.61
user_2717,66,Silver,0.26
user_2718,57,Gold,0.26
user_2719,33,Silver,0.28
user_2720,74,Silver,0.91
user_2721,22,Gold,0.46
user_2722,28,Gold,0.45
user_2723,20,Platinum,0.35
user_2724,44,Platinum,0.9
user_2725,45,Silver,0.61
user_2726,46,Silver,0.18
user_2727,62,Gold,0.29
user_2728,49,Platinum,0.32
user_2729,36,Platinum,0.24
user_2730,39,Platinum,0.99
user_2731,40,Gold,0.04
