ACTION_ID,VALUE,MEMBERSHIP_LEVEL,CREATION_TIMESTAMP
ACTION_2492,8004,Bronze,1729627692678
ACTION_2493,5488,,1742157060645
ACTION_2494,1725,Silver,1748199551051
ACTION_2495,9023,Bronze,1746928479903
ACTION_2496,7397,Silver,1748750323063
ACTION_2497,4366,Bronze,1732085750053
ACTION_2498,4105,Platinum,1724336558564
ACTION_2499,6931,Platinum,1728174279682
ACTION_2500,,Silver,1724513007894
ACTION_2501,3582,Silver,1727356050414
ACTION_2502,,Bronze,1736415176400
ACTION_2503,4136,Platinum,1744710554441
ACTION_2504,6993,,1734932744089
ACTION_2505,6186,,1746120488117
ACTION_2506,233,,1727704919581
ACTION_2507,4951,Gold,1733333621460
ACTION_2508,3916,Bronze,1738654228048
ACTION_2509,1641,,1738635095891
ACTION_2510,7498,Platinum,1726979975413
ACTION_2511,2656,Platinum,1734904829603
ACTION_2512,5106,,1723574569182
ACTION_2513,1291,Gold,1724882930862
ACTION_2514,,Platinum,1728430881948
ACTION_2515,1392,Platinum,1741606262107
ACTION_2516,5724,Platinum,1734022486097
ACTION_2517,577,,1721065630296
ACTION_2518,7627,Silver,1720788392993
ACTION_2519,245,Bronze,1725876701460
ACTION_2520,9166,Platinum,1719439133744
ACTION_2521,8571,Gold,1736631324095
ACTION_2522,8723,Platinum,1747851349699
ACTION_2523,7852,Bronze,1731716445198
ACTION_2524,9871,Bronze,1722676226749
ACTION_2525,5881,,1736793168309
ACTION_2526,3144,Gold,1750368641741
ACTION_2527,8328,Bronze,1749448034882
ACTION_2528,5064,Gold,1743232269190
ACTION_2529,5031,Silver,1722585383801
ACTION_2530,3707,Gold,1722204525796
ACTION_2531,6196,Platinum,1733157619601
ACTION_2532,2165,Silver,1728139865138
ACTION_2533,1069,Bronze,1747660842108
ACTION_2534,7205,Bronze,1744945119778
ACTION_2535,8463,Silver,1745675513032
ACTION_2536,4211,Gold,1719580464880
ACTION_2537,5950,Gold,1750031733959
ACTION_2538,3398,Bronze,1731413580934
ACTION_2539,1378,Gold,1746837948722
ACTION_2540,,Bronze,1748658747995
ACTION_2541,,Bronze,1720327368051
ACTION_2542,571,Silver,1725731966242
ACTION_2543,6259,Bronze,1730461730991
ACTION_2544,8356,Bronze,1724882020613
ACTION_2545,507,Bronze,1749951137521
ACTION_2546,3939,Bronze,1735799904292
ACTION_2547,,Gold,1725358887353
ACTION_2548,5395,,1723212081168
ACTION_2549,4913,,1732153874260
ACTION_2550,4569,Gold,1748697875569
ACTION_2551,,Gold,1738844441971
ACTION_2552,,,1735906490399
ACTION_2553,4355,Platinum,1725659544132
ACTION_2554,9910,Platinum,1721252646917
ACTION_2555,5966,Bronze,1726128815214
ACTION_2556,9819,Silver,1737192141542
ACTION_2557,5493,Silver,1739628372921
ACTION_2558,2961,,1731878306391
ACTION_2559,7200,,1725272226923
ACTION_2560,7750,Platinum,1736674773844
ACTION_2561,3234,Gold,1731638509584
ACTION_2562,,Silver,1737414954194
ACTION_2563,6617,Gold,1747809735340
ACTION_2564,3639,,1720000120137
ACTION_2565,2125,Bronze,1732626572458
ACTION_2566,2113,Gold,1727062663990
ACTION_2567,1409,Platinum,1726153407199
ACTION_2568,840,Gold,1740069344722
ACTION_2569,7496,Gold,1729803592428
ACTION_2570,,Bronze,1720490723898
ACTION_2571,5528,Platinum,1724564040217
ACTION_2572,7816,,1731042769663
ACTION_2573,9330,Silver,1750242855872
ACTION_2574,,Bronze,1746338597698
ACTION_2575,2036,Gold,1730902062117
ACTION_2576,5182,Platinum,1733075803772
ACTION_2577,,,1748050918293
ACTION_2578,3496,Bronze,1727145531203
ACTION_2579,368,Bronze,1739015770611
ACTION_2580,,Platinum,1736253341681
ACTION_2581,1377,,1741913158135
ACTION_2582,5183,,1744282748378
ACTION_2583,6590,Silver,1736346057908
ACTION_2584,826,Silver,1723347005422
ACTION_2585,7523,Bronze,1727560839007
ACTION_2586,4723,Gold,1730877277782
ACTION_2587,308,Gold,1723628540089
ACTION_2588,6003,Gold,1739486035037
ACTION_2589,4528,Platinum,1725049174442
ACTION_2590,3437,,1720296446259
ACTION_2591,3381,Bronze,1731773321150
ACTION_2592,4460,Platinum,1746292576265
ACTION_2593,4272,Platinum,1719484095824
ACTION_2594,2683,,1724607658946
ACTION_2595,4271,Platinum,1740092507357
ACTION_2596,2419,Silver,1746053696615
ACTION_2597,7859,Silver,1745030585906
ACTION_2598,5265,Silver,1728660296634
ACTION_2599,6881,Bronze,1749557172680
ACTION_2600,9073,Bronze,1748609516714
ACTION_2601,2352,,1748695917003
ACTION_2602,9970,Bronze,1746922684218
ACTION_2603,2795,Bronze,1721558901305
ACTION_2604,2060,Silver,1727397627333
ACTION_2605,6912,Silver,1742116844946
ACTION_2606,1410,Gold,1737260405490
ACTION_2607,8807,Gold,1745118905490
ACTION_2608,9021,Platinum,1743352228309
ACTION_2609,8330,Bronze,1750137974990
ACTION_2610,3648,Gold,1723866442158
ACTION_2611,9335,Bronze,1739547428817
ACTION_2612,4763,,1741442235886
ACTION_2613,3574,,1729096220050
ACTION_2614,8544,Gold,1750230334410
ACTION_2615,1893,,1745142780539
ACTION_2616,6309,Gold,1749759197917
ACTION_2617,6580,Platinum,1744463825816
ACTION_2618,,Bronze,1724702717046
ACTION_2619,9065,Silver,1748068694047
ACTION_2620,1617,Bronze,1728395455906
ACTION_2621,1069,Bronze,1737050568494
ACTION_2622,2786,Gold,1739976929168
ACTION_2623,7163,Gold,1742441135964
ACTION_2624,6258,Silver,1736416134492
ACTION_2625,3418,Platinum,1738877510234
ACTION_2626,6225,Gold,1730338329163
ACTION_2627,7909,Bronze,1741468692368
ACTION_2628,4366,,1723734028190
ACTION_2629,3736,Bronze,1748118905186
ACTION_2630,1319,Gold,1737956027769
ACTION_2631,3848,Platinum,1737290596491
ACTION_2632,5159,Silver,1749929098637
ACTION_2633,5084,Silver,1718991215678
ACTION_2634,2400,Platinum,1726717845772
ACTION_2635,9165,Bronze,1721459355606
ACTION_2636,4995,Silver,1722509222818
ACTION_2637,5272,Silver,1733902190417
ACTION_2638,1376,Silver,1745825413941
ACTION_2639,2659,,1726816700584
ACTION_2640,1030,,1726855070891
ACTION_2641,8223,Platinum,1741085137633
ACTION_2642,,Gold,1722358647990
ACTION_2643,3366,Silver,1748550421950
ACTION_2644,9005,,1748737044639
ACTION_2645,8520,Silver,1718918993746
ACTION_2646,9349,Gold,1729506213664
ACTION_2647,2596,Bronze,1733335542171
ACTION_2648,,Gold,1739146088649
ACTION_2649,2470,,1728526512736
ACTION_2650,,,1748470843266
ACTION_2651,8594,Bronze,1720076219933
ACTION_2652,6043,Platinum,1727753101428
ACTION_2653,7011,Platinum,1724099335968
ACTION_2654,2714,,1742154519831
ACTION_2655,7709,Platinum,1743066861833
ACTION_2656,7905,Silver,1743433259454
ACTION_2657,3508,Gold,1734500996229
ACTION_2658,5660,Gold,1735143772934
ACTION_2659,9816,Gold,1740061433211
ACTION_2660,4564,Platinum,1736290330736
ACTION_2661,9139,Gold,1749778042060
ACTION_2662,3820,Bronze,1726939266235
ACTION_2663,9936,Platinum,1739101474700
ACTION_2664,7124,,1736641284225
ACTION_2665,5061,Bronze,1744607535421
ACTION_2666,,Silver,1739330430930
ACTION_2667,,Silver,1732472966450
ACTION_2668,6032,Silver,1730698703188
ACTION_2669,1607,Gold,1726846618123
ACTION_2670,1633,Bronze,1725489534192
ACTION_2671,6733,Bronze,1738963271334
ACTION_2672,,Platinum,1740456565790
ACTION_2673,,Gold,1750367546071
ACTION_2674,2565,Silver,1746073924334
ACTION_2675,6935,,1734837424271
ACTION_2676,7396,Platinum,1735686383148
ACTION_2677,6534,Gold,1742044276138
ACTION_2678,6283,Gold,1749964669034
ACTION_2679,5287,,1730044516833
ACTION_2680,1712,Silver,1742519693093
ACTION_2681,8732,Silver,1738633667819
ACTION_2682,2138,Platinum,1745709297149
ACTION_2683,8186,,1721430511820
ACTION_2684,151,Silver,1733584393190
ACTION_2685,3447,Platinum,1723614424509
ACTION_2686,917,Bronze,1745162296467
ACTION_2687,1424,Silver,1748002815027
ACTION_2688,8510,Platinum,1743689769060
ACTION_2689,5095,Silver,1728851790721
ACTION_2690,4756,Bronze,1726681546253
ACTION_2691,3931,Platinum,1749185819982
ACTION_2692,1372,Silver,1749290182855
ACTION_2693,2685,Platinum,1743645217504
ACTION_2694,4804,Platinum,1728806037890
ACTION_2695,4181,Gold,1725169435829
ACTION_2696,5709,Silver,1722647062739
ACTION_2697,8865,Bronze,1743370336696
ACTION_2698,4756,Silver,1746006174988
ACTION_2699,4633,Platinum,1725712573876
ACTION_2700,2757,,1739797806092
ACTION_2701,3718,,1731785131515
ACTION_2702,2288,Silver,1729346659091
ACTION_2703,113,Bronze,1737614574757
ACTION_2704,155,Gold,1730891314135
ACTION_2705,1794,Gold,1729788873122
ACTION_2706,8390,Silver,1737327214265
ACTION_2707,3710,,1735773675659
ACTION_2708,2878,Platinum,1725850317709
ACTION_2709,1671,Gold,1725589887840
ACTION_2710,8811,,1726044886288
ACTION_2711,7670,Silver,1741840972838
ACTION_2712,,Gold,1749140763484
ACTION_2713,6149,,1737612956504
ACTION_2714,7600,Bronze,1741688757737
ACTION_2715,7361,,1741505295720
ACTION_2716,6494,Gold,1731955240575
ACTION_2717,7302,Platinum,1745409839484
ACTION_2718,7128,Bronze,1728999222932
ACTION_2719,6487,Bronze,1741196464391
ACTION_2720,1342,Silver,1746159800369
ACTION_2721,9342,Silver,1720046611460
ACTION_2722,1624,,1733800191690
ACTION_2723,5917,Platinum,1744809599985
ACTION_2724,8257,Gold,1747345564820
ACTION_2725,7641,Silver,1731691447569
ACTION_2726,,Gold,1732486489227
ACTION_2727,8048,,1747251976641
ACTION_2728,6867,Platinum,1729093194718
ACTION_2729,5136,Gold,1727906863721
ACTION_2730,3559,Gold,1722997517559
ACTION_2731,2085,Silver,1728670169164
ACTION_2732,,Bronze,1747460777622
ACTION_2733,4818,Gold,1745684908767
ACTION_2734,7317,Platinum,1730270339865
ACTION_2735,,Silver,1730584216033
ACTION_2736,1105,Silver,1731240320327
ACTION_2737,2384,Gold,1725765554861
ACTION_2738,3446,Platinum,1724597003048
ACTION_2739,7345,Bronze,1748599413949
ACTION_2740,5346,Gold,1738413860155
ACTION_2741,3349,Silver,1748807256480
ACTION_2742,,Gold,1733305634088
ACTION_2743,4776,Silver,1736524257495
ACTION_2744,9533,Bronze,1734477842062
ACTION_2745,2100,Platinum,1731974314061
ACTION_2746,8402,Platinum,1730780634254
ACTION_2747,3292,Bronze,1722658448853
ACTION_2748,4156,Gold,1745493311818
ACTION_2749,340,Bronze,1737900233887
ACTION_2750,1438,Gold,1743801111832
ACTION_2751,8076,Bronze,1721157922396
ACTION_2752,7203,,1732231482411
ACTION_2753,5433,Platinum,1740328291663
ACTION_2754,4446,Bronze,1738680319031
ACTION_2755,9116,Gold,1720744373697
ACTION_2756,6475,Silver,1734530010198
ACTION_2757,9477,,1725640728188
ACTION_2758,3857,Silver,1726244107502
ACTION_2759,8743,Platinum,1737450036093
ACTION_2760,1180,Gold,1739671781459
ACTION_2761,3291,Bronze,1743462757908
ACTION_2762,3045,Platinum,1746656553259
ACTION_2763,4758,Gold,1741023115864
ACTION_2764,5348,Platinum,1742574948321
ACTION_2765,2882,Platinum,1719850673461
ACTION_2766,752,Gold,1721253653911
ACTION_2767,2084,,1744180751654
ACTION_2768,3626,,1740489541632
ACTION_2769,2749,,1735719714687
ACTION_2770,4625,Bronze,1721291318378
ACTION_2771,3245,Platinum,1722505877045
ACTION_2772,6954,Gold,1729797858762
ACTION_2773,,Platinum,1728821058675
ACTION_2774,5621,Silver,1734352587570
ACTION_2775,,Platinum,1741834388320
ACTION_2776,8972,Bronze,1719750731330
ACTION_2777,8557,Silver,1726147241938
ACTION_2778,1777,Silver,1720774133320
ACTION_2779,6163,,1740946570956
ACTION_2780,9896,Bronze,1744098222134
ACTION_2781,,Gold,1747218076947
ACTION_2782,6670,Bronze,1738032545800
ACTION_2783,1990,Platinum,1733397209182
ACTION_2784,1155,Bronze,1726056194839
ACTION_2785,6648,Silver,1730724662326
ACTION_2786,3971,Silver,1750192879854
ACTION_2787,7506,,1722104670206
ACTION_2788,7942,Silver,1726362743911
ACTION_2789,578,Bronze,1742470995008
ACTION_2790,4975,Bronze,1740847298962
ACTION_2791,2879,Bronze,1745544409258
ACTION_2792,,Silver,1747718618980
ACTION_2793,4511,Bronze,1733346157527
ACTION_2794,5608,,1728031545830
ACTION_2795,8964,Gold,1741656269754
ACTION_2796,1725,Bronze,1727383173508
ACTION_2797,1150,Gold,1722037700876
ACTION_2798,2712,Bronze,1727719325845
ACTION_2799,2708,Gold,1732308999344
ACTION_2800,9960,Silver,1749259995917
ACTION_2801,5337,,1736299983713
ACTION_2802,1202,,1744430997935
ACTION_2803,7143,Platinum,1722761133760
ACTION_2804,5002,Bronze,1735256838349
ACTION_2805,6997,Platinum,1748635276041
ACTION_2806,,Gold,1736264370033
ACTION_2807,1298,Silver,1742657148486
ACTION_2808,1032,Bronze,1733677590898
ACTION_2809,4375,,1720845108879
ACTION_2810,9857,Bronze,1738104553778
ACTION_2811,1401,Bronze,1732423334952
ACTION_2812,,Gold,1725356309542
ACTION_2813,7763,Platinum,1736458382370
ACTION_2814,1830,Silver,1747005121554
ACTION_2815,7793,Bronze,1727208644686
ACTION_2816,838,Platinum,1730341908749
ACTION_2817,640,Gold,1742995861052
ACTION_2818,1247,Platinum,1722860503572
ACTION_2819,4065,,1729146333550
ACTION_2820,2397,Bronze,1730190760461
ACTION_2821,6810,Platinum,1727890323854
ACTION_2822,8454,,1746501350664
ACTION_2823,1293,Bronze,1737915565221
ACTION_2824,6589,,1741936822125
ACTION_2825,,Platinum,1735707337468
ACTION_2826,2566,Bronze,1737930077360
ACTION_2827,7241,,1730127517160
ACTION_2828,3881,Bronze,1742795415740
ACTION_2829,2137,Platinum,1743936274006
ACTION_2830,8548,Gold,1724604236346
ACTION_2831,7094,Platinum,1748756421298
ACTION_2832,,Silver,1729846752081
ACTION_2833,8542,Silver,1739913990705
ACTION_2834,9348,Silver,1738199186905
ACTION_2835,3869,Gold,1730525186587
ACTION_2836,1540,Bronze,1727352084758
ACTION_2837,1882,Platinum,1735956060288
ACTION_2838,7946,Gold,1740165404512
ACTION_2839,6892,Bronze,1731884357223
ACTION_2840,110,,1741312279895
ACTION_2841,5310,Bronze,1743236414088
ACTION_2842,6318,Bronze,1735665140491
ACTION_2843,160,Gold,1738727439252
ACTION_2844,484,Gold,1750164888115
ACTION_2845,6163,Bronze,1738543216757
ACTION_2846,,,1744548960055
ACTION_2847,8183,Platinum,1728607652865
ACTION_2848,4718,Platinum,1731583183899
ACTION_2849,474,Gold,1740787005303
ACTION_2850,1358,Gold,1736448962476
ACTION_2851,,Gold,1736275340476
ACTION_2852,2013,,1720374362289
ACTION_2853,247,Bronze,1737463074616
ACTION_2854,5520,Silver,1719523240641
ACTION_2855,2774,Silver,1744070362819
ACTION_2856,8379,Platinum,1721695398172
ACTION_2857,332,Gold,1749079907767
ACTION_2858,5128,,1727723595759
ACTION_2859,1679,Gold,1741211132545
ACTION_2860,1512,Silver,1749039237671
ACTION_2861,9007,,1723390100647
ACTION_2862,5983,Gold,1732100282317
ACTION_2863,7488,Silver,1724419275320
ACTION_2864,6058,Silver,1741045024610
ACTION_2865,8873,Platinum,1745460325835
ACTION_2866,2699,Gold,1722473306838
ACTION_2867,,,1749506883750
ACTION_2868,,Gold,1734409701531
ACTION_2869,8019,Bronze,1720425894653
ACTION_2870,1091,Platinum,1727004078435
ACTION_2871,9351,Gold,1728879598195
ACTION_2872,1766,,1724679837103
ACTION_2873,739,Gold,1743052592278
ACTION_2874,2731,Platinum,1724281802858
ACTION_2875,9849,Gold,1736625633833
ACTION_2876,2887,Silver,1721009936309
ACTION_2877,,,1723756900292
ACTION_2878,,,1720790686592
ACTION_2879,3245,Platinum,1720673379403
ACTION_2880,191,,1749580907022
ACTION_2881,1846,Silver,1725050771108
ACTION_2882,1848,Bronze,1719227251505
ACTION_2883,7539,Platinum,1748715979792
ACTION_2884,1941,Silver,1748742891485
ACTION_2885,6546,Bronze,1726831777492
ACTION_2886,2592,Platinum,1737922016094
ACTION_2887,9671,Gold,1731502773955
ACTION_2888,6903,Gold,1744743835585
ACTION_2889,3669,,1724811876024
ACTION_2890,,Silver,1719900423832
ACTION_2891,9646,Gold,1725225808390
ACTION_2892,9832,Bronze,1733044738307
ACTION_2893,,Silver,1737700419986
ACTION_2894,4352,Gold,1722337217216
ACTION_2895,3267,Bronze,1736743024774
ACTION_2896,5452,Silver,1734960495991
ACTION_2897,3642,Bronze,1734624863761
ACTION_2898,5249,,1747614902592
ACTION_2899,4124,Platinum,1724601230611
ACTION_2900,,Silver,1733664462015
ACTION_2901,5933,Platinum,1734489971533
ACTION_2902,2503,,1725591960394
ACTION_2903,6657,Bronze,1745284628836
ACTION_2904,5065,Platinum,1721243812868
ACTION_2905,8657,Platinum,1737823820520
ACTION_2906,671,Silver,1726435905663
ACTION_2907,631,Silver,1733389189606
ACTION_2908,666,Silver,1733097563382
ACTION_2909,8484,Silver,1737522611628
ACTION_2910,7132,Gold,1719160994544
ACTION_2911,7579,Gold,1723554324774
ACTION_2912,1901,Silver,1727049361874
ACTION_2913,2146,,1746140850115
ACTION_2914,,Silver,1732063110581
ACTION_2915,,Bronze,1732194974309
ACTION_2916,8549,Bronze,1733792243879
ACTION_2917,4541,Bronze,1723389839044
ACTION_2918,,,1736430800387
ACTION_2919,3798,Gold,1748718397585
ACTION_2920,326,Gold,1743599623515
ACTION_2921,6607,Platinum,1719469447176
ACTION_2922,,Platinum,1742112888867
ACTION_2923,8363,Silver,1730437629512
ACTION_2924,9180,Silver,1744589059444
ACTION_2925,2036,,1743557504249
ACTION_2926,,Bronze,1719080692317
ACTION_2927,2408,Platinum,1722848798770
ACTION_2928,444,Platinum,1739137218412
ACTION_2929,2187,Gold,1720008328089
ACTION_2930,7980,Platinum,1740837501084
ACTION_2931,4999,Gold,1723810423912
ACTION_2932,5122,Platinum,1723694239084
ACTION_2933,7579,Silver,1727158543198
ACTION_2934,1062,Bronze,1730806975482
ACTION_2935,1699,Platinum,1734822085514
ACTION_2936,7517,Gold,1737268467926
ACTION_2937,9533,Platinum,1746306933837
ACTION_2938,6660,Silver,1727420418677
ACTION_2939,,Gold,1736510505006
ACTION_2940,4920,Platinum,1729921015751
ACTION_2941,9575,Platinum,1728411659328
ACTION_2942,643,Gold,1725876572258
ACTION_2943,7212,Bronze,1720076912373
ACTION_2944,,Bronze,1721364902947
ACTION_2945,3477,Platinum,1740990660749
ACTION_2946,,Gold,1728231043725
ACTION_2947,6838,Platinum,1730246446567
ACTION_2948,3988,Silver,1724103595654
ACTION_2949,9401,Silver,1750325470670
ACTION_2950,5487,Gold,1720508517716
ACTION_2951,3423,Platinum,1748098284410
ACTION_2952,9462,,1729325379643
ACTION_2953,8283,Silver,1744536741210
ACTION_2954,1388,Bronze,1723519840511
ACTION_2955,9099,,1738450281128
ACTION_2956,3119,Silver,1727067653490
ACTION_2957,9399,Platinum,1747349438420
ACTION_2958,188,Platinum,1723431244159
ACTION_2959,5208,,1719494031359
ACTION_2960,9098,Gold,1737446696410
ACTION_2961,5302,Silver,1743611768355
ACTION_2962,9145,Gold,1738364066564
ACTION_2963,6437,Bronze,1748770590707
ACTION_2964,5355,,1722323980199
ACTION_2965,3923,Silver,1744297684982
ACTION_2966,693,Bronze,1728318268703
ACTION_2967,8594,Gold,1730546291324
ACTION_2968,520,Bronze,1746767511225
ACTION_2969,,Bronze,1719480477399
ACTION_2970,8120,,1746151474544
ACTION_2971,,Silver,1723319659760
ACTION_2972,1840,Silver,1724251783775
ACTION_2973,7064,Platinum,1733781328649
ACTION_2974,5457,Bronze,1744968213103
ACTION_2975,9191,Gold,1736147185268
ACTION_2976,508,Gold,1744296884732
ACTION_2977,3524,Bronze,1726914116375
ACTION_2978,7352,Silver,1723659262362
ACTION_2979,4270,Silver,1743996779295
ACTION_2980,9742,Platinum,1745356427438
ACTION_2981,8982,,1726414399966
ACTION_2982,6460,Gold,1730667553565
ACTION_2983,373,Gold,1741455205630
ACTION_2984,2761,Platinum,1729871775493
ACTION_2985,4309,Gold,1724835143784
ACTION_2986,2640,,1724297277811
ACTION_2987,8641,Platinum,1750248959673
ACTION_2988,4922,Gold,1726819910093
ACTION_2989,9245,Bronze,1722894672147
ACTION_2990,484,Platinum,1726438322522
ACTION_2991,6967,Silver,1742331648229
ACTION_2992,4842,Bronze,1726641556147
ACTION_2993,7146,Gold,1742528375270
ACTION_2994,9521,Platinum,1719233361938
ACTION_2995,5838,Bronze,1731620840716
ACTION_2996,1667,Silver,1724300458149
ACTION_2997,5156,Gold,1724220680888
ACTION_2998,8438,,1739453469781
ACTION_2999,7733,Platinum,1729844313337
ACTION_3000,,Silver,1722199955901
ACTION_3001,2975,Gold,1734527532653
ACTION_3002,348,,1737632612628
ACTION_3003,9614,Bronze,1730595793291
ACTION_3004,1414,Platinum,1735508897244
ACTION_3005,5704,Gold,1750357039763
ACTION_3006,8698,Bronze,1738095734901
ACTION_3007,1022,Platinum,1731532328883
ACTION_3008,8417,Gold,1722200577977
ACTION_3009,7207,Bronze,1745338817844
ACTION_3010,3868,,1730469369504
ACTION_3011,6414,Silver,1736316946840
ACTION_3012,7050,Silver,1737730536633
ACTION_3013,,Bronze,1732626296107
ACTION_3014,8345,Bronze,1746599920282
ACTION_3015,5070,Gold,1732597952203
ACTION_3016,853,Gold,1731803993112
ACTION_3017,6410,,1725657362737
ACTION_3018,7326,Silver,1744340253004
ACTION_3019,,Gold,1747682363255
ACTION_3020,3919,,1721756009270
ACTION_3021,9167,Gold,1743826744457
ACTION_3022,2703,Gold,1728313924544
ACTION_3023,2896,Gold,1722084169756
ACTION_3024,8493,Gold,1740883015937
ACTION_3025,6636,Bronze,1746350180000
ACTION_3026,8505,Bronze,1725627876484
ACTION_3027,861,Silver,1742361284920
ACTION_3028,9628,Platinum,1733710038204
ACTION_3029,3986,Bronze,1741981815889
ACTION_3030,6193,Silver,1747918969386
ACTION_3031,9558,Platinum,1749296376515
ACTION_3032,9241,,1727744246423
ACTION_3033,1230,Platinum,1739099380769
ACTION_3034,5219,Gold,1741349743597
ACTION_3035,5531,Gold,1731625170428
ACTION_3036,4106,Bronze,1735468757591
ACTION_3037,6710,Silver,1747709382211
ACTION_3038,4644,Bronze,1733032490874
ACTION_3039,9471,Bronze,1720740797804
ACTION_3040,,Bronze,1750162269551
ACTION_3041,478,Platinum,1726537726711
ACTION_3042,1800,,1742992198453
ACTION_3043,,Gold,1731114638233
ACTION_3044,,Platinum,1735705243161
ACTION_3045,1994,,1743183889014
ACTION_3046,5662,Gold,1736411305484
ACTION_3047,3201,Silver,1728727479424
ACTION_3048,4073,Gold,1722606907300
ACTION_3049,9827,,1734006365909
ACTION_3050,8626,Platinum,1732011168901
ACTION_3051,9071,Bronze,1748037844599
ACTION_3052,5488,Gold,1745021872012
ACTION_3053,3128,,1729743983751
ACTION_3054,,Gold,1735908122914
ACTION_3055,8109,Silver,1721227296879
ACTION_3056,1991,,1735894095002
ACTION_3057,3279,Gold,1747103418243
ACTION_3058,2285,Silver,1745147491237
ACTION_3059,,Bronze,1728594841816
ACTION_3060,5331,Platinum,1746659651232
ACTION_3061,7186,Bronze,1738975825794
ACTION_3062,298,,1741306162974
ACTION_3063,,Gold,1740361685956
ACTION_3064,8158,,1743049429949
ACTION_3065,8987,Silver,1731837887913
ACTION_3066,8453,Silver,1743813770391
ACTION_3067,,Gold,1746561015394
ACTION_3068,2230,Silver,1740894697683
ACTION_3069,,Silver,1743267951858
ACTION_3070,178,Platinum,1724127144579
ACTION_3071,3874,Silver,1733163066645
ACTION_3072,2899,,1720825382507
ACTION_3073,5452,Silver,1744924843420
ACTION_3074,148,,1741954493284
ACTION_3075,7556,Bronze,1729701216044
ACTION_3076,,Platinum,1736543469110
ACTION_3077,7747,Gold,1743878355037
ACTION_3078,1633,Gold,1726457261291
ACTION_3079,1676,Platinum,1746542793718
ACTION_3080,4904,Gold,1729170499071
ACTION_3081,6775,Bronze,1747241890760
ACTION_3082,9003,Bronze,1728171141025
ACTION_3083,5127,Silver,1722535119729
ACTION_3084,1653,Silver,1721616037396
ACTION_3085,,Bronze,1747539340090
ACTION_3086,6166,Platinum,1731328807792
ACTION_3087,2729,Bronze,1735975340618
ACTION_3088,6817,Gold,1727803203967
ACTION_3089,,Bronze,1745811410172
ACTION_3090,3085,Gold,1747832552186
ACTION_3091,3388,Bronze,1747878010655
ACTION_3092,1797,Silver,1735008197022
ACTION_3093,9295,Bronze,1726585469936
ACTION_3094,7188,Gold,1728571876371
ACTION_3095,4589,Silver,1726876561037
ACTION_3096,,Silver,1720743448621
ACTION_3097,2231,Silver,1736164831616
ACTION_3098,,Gold,1739094377067
ACTION_3099,681,,1727679417240
ACTION_3100,9864,Gold,1729596788147
ACTION_3101,8029,Silver,1736126132037
ACTION_3102,4405,Silver,1724932131940
ACTION_3103,256,Gold,1746275035929
ACTION_3104,5809,Silver,1748511646516
ACTION_3105,5711,,1729263739886
ACTION_3106,,Silver,1742300821577
ACTION_3107,5070,Platinum,1725083449430
ACTION_3108,6417,Gold,1739071884950
ACTION_3109,4898,Platinum,1732448871373
ACTION_3110,391,,1734782625460
ACTION_3111,8857,Platinum,1720535509271
ACTION_3112,9611,Bronze,1726104615087
ACTION_3113,5629,Silver,1724355840905
ACTION_3114,9640,Platinum,1739687734660
ACTION_3115,,Bronze,1732459202192
ACTION_3116,4339,Silver,1725400801033
ACTION_3117,,Bronze,1730263355140
ACTION_3118,3971,Bronze,1723191839860
ACTION_3119,719,Gold,1729118763538
ACTION_3120,7746,Silver,1747761457264
ACTION_3121,5193,Gold,1749403109110
ACTION_3122,2710,Platinum,1745545674754
ACTION_3123,8321,,1730713613920
ACTION_3124,6519,Silver,1749365114579
ACTION_3125,4865,,1740158936781
ACTION_3126,4351,Silver,1741507896755
ACTION_3127,6029,,1749170558487
ACTION_3128,6967,,1741669400449
ACTION_3129,8191,Platinum,1722289615371
ACTION_3130,7525,Gold,1728404601173
ACTION_3131,7503,Bronze,1745992806131
ACTION_3132,3429,Bronze,1722439359245
ACTION_3133,2326,,1722433778212
ACTION_3134,1643,Silver,1719799581192
ACTION_3135,7052,,1736018544121
ACTION_3136,,Silver,1728159421100
ACTION_3137,1615,Gold,1737411731733
ACTION_3138,,Gold,1728091658470
ACTION_3139,1530,Bronze,1742679338531
ACTION_3140,8907,Gold,1722768444752
ACTION_3141,1358,Gold,1737532456741
ACTION_3142,6795,Platinum,1727939374861
ACTION_3143,9182,Platinum,1736007124215
ACTION_3144,9605,Silver,1726240897961
ACTION_3145,2192,Platinum,1730142499681
ACTION_3146,8398,Gold,1735840581970
ACTION_3147,6610,Gold,1731540548077
ACTION_3148,3174,,1746845215212
ACTION_3149,692,Silver,1721239509214
ACTION_3150,4735,Gold,1736603829668
ACTION_3151,4686,Bronze,1720340010655
ACTION_3152,,Bronze,1722848228282
ACTION_3153,2792,Bronze,1747359071429
ACTION_3154,9582,Gold,1736828852217
ACTION_3155,8266,Bronze,1744725900492
ACTION_3156,1274,Gold,1720501097148
ACTION_3157,4137,Silver,1745626183098
ACTION_3158,5009,Bronze,1747756633974
ACTION_3159,4560,Silver,1739963189915
ACTION_3160,8495,Bronze,1720177826467
ACTION_3161,8133,Platinum,1739767878588
ACTION_3162,2616,,1721371053341
ACTION_3163,4153,Silver,1749790149296
ACTION_3164,4304,Platinum,1724638122227
ACTION_3165,,Bronze,1749688620511
ACTION_3166,7591,Bronze,1746063501008
ACTION_3167,2838,Bronze,1744622621115
