corridor_id,success_rate_7d,latency_ms,cost_score,status,corridor_type,past_retry_success_rate,label
SG_US,0.77,61,0.2,ACTIVE,secondary,0.37,0
IN_US,0.54,428,0.2,ACTIVE,secondary,0.25,0
IN_EU,0.89,481,0.99,ACTIVE,secondary,0.45,0
EU_IN,0.97,78,0.39,ACTIVE,primary,0.85,1
IN_EU,0.22,218,0.73,ACTIVE,primary,0.91,0
SG_US,0.94,107,0.5,ACTIVE,primary,0.65,0
IN_SG,0.26,157,0.21,BLOCKED,primary,0.52,0
EU_US,0.99,300,0.9,ACTIVE,primary,0.89,1
IN_US,0.68,268,0.52,ACTIVE,secondary,0.31,1
EU_US,0.26,203,0.26,ACTIVE,primary,0.94,0
IN_SG,0.33,348,0.3,ACTIVE,secondary,0.31,0
IN_US,0.3,131,0.71,ACTIVE,primary,0.62,1
IN_SG,0.65,72,0.39,ACTIVE,primary,0.5,1
EU_IN,0.78,188,0.32,BLOCKED,secondary,0.94,0
SG_US,0.45,72,0.28,ACTIVE,secondary,0.36,1
SG_US,0.53,113,0.92,ACTIVE,primary,0.49,0
IN_US,0.97,380,0.65,ACTIVE,secondary,0.71,1
SG_US,0.29,59,0.99,ACTIVE,secondary,0.93,0
SG_US,0.66,67,0.47,ACTIVE,primary,0.74,0
EU_IN,0.75,482,0.79,ACTIVE,primary,0.42,1
EU_IN,0.42,453,0.5,ACTIVE,secondary,0.87,1
IN_SG,0.33,291,0.26,ACTIVE,primary,0.47,0
IN_SG,0.77,225,0.27,ACTIVE,secondary,0.4,1
SG_US,0.2,384,0.23,ACTIVE,primary,0.98,0
IN_SG,0.48,387,0.37,ACTIVE,secondary,0.6,1
EU_US,0.63,342,0.68,ACTIVE,primary,0.81,1
SG_US,0.21,200,0.28,ACTIVE,primary,0.96,1
EU_US,0.41,396,0.2,BLOCKED,secondary,0.8,0
IN_EU,0.58,366,0.82,ACTIVE,primary,0.99,1
EU_US,0.54,380,0.38,ACTIVE,primary,0.57,1
EU_US,0.74,353,0.51,ACTIVE,primary,0.66,1
EU_US,0.97,475,0.44,BLOCKED,secondary,0.61,0
EU_IN,0.57,260,0.67,ACTIVE,secondary,0.93,1
IN_EU,0.51,307,0.26,ACTIVE,secondary,0.95,0
EU_US,0.28,357,0.83,ACTIVE,primary,0.83,0
EU_IN,0.93,76,0.26,ACTIVE,primary,0.64,0
IN_EU,0.47,181,0.61,BLOCKED,primary,0.48,0
IN_SG,0.39,291,0.98,ACTIVE,primary,0.67,0
EU_IN,0.77,438,0.68,ACTIVE,primary,0.58,0
SG_US,0.4,64,0.36,ACTIVE,primary,0.27,0
IN_EU,0.64,385,0.45,ACTIVE,primary,0.97,0
IN_EU,0.69,194,0.89,BLOCKED,secondary,0.38,0
IN_SG,0.36,201,0.48,ACTIVE,primary,0.62,1
IN_US,0.45,497,0.83,ACTIVE,secondary,0.93,0
EU_IN,0.64,143,0.15,BLOCKED,secondary,0.51,0
EU_US,0.78,65,0.87,ACTIVE,secondary,0.73,0
IN_US,0.27,484,0.88,ACTIVE,secondary,0.81,0
IN_SG,0.46,57,0.33,ACTIVE,secondary,0.47,0
EU_IN,0.45,145,0.86,ACTIVE,secondary,0.74,1
SG_US,0.69,240,0.77,ACTIVE,secondary,0.68,1
EU_IN,0.38,114,0.57,ACTIVE,secondary,0.5,1
IN_EU,0.58,137,0.73,ACTIVE,primary,0.73,1
IN_US,0.82,439,0.55,ACTIVE,secondary,0.61,1
IN_US,0.99,164,0.48,ACTIVE,primary,0.56,1
EU_US,0.46,98,0.26,BLOCKED,primary,0.33,0
IN_EU,0.62,228,0.38,ACTIVE,primary,0.92,1
EU_IN,0.37,223,1.0,ACTIVE,primary,0.83,0
IN_SG,0.83,222,0.26,ACTIVE,primary,0.91,1
IN_US,0.29,355,0.21,ACTIVE,primary,0.63,1
IN_EU,0.63,158,0.59,ACTIVE,secondary,0.95,0
IN_SG,0.99,245,0.25,ACTIVE,secondary,0.79,1
IN_SG,0.82,398,0.5,ACTIVE,secondary,0.62,0
IN_US,0.48,297,0.16,ACTIVE,primary,0.26,1
IN_US,0.39,412,0.3,ACTIVE,secondary,0.61,0
EU_US,0.54,364,1.0,BLOCKED,primary,0.85,0
EU_US,0.71,483,0.24,BLOCKED,primary,0.41,1
SG_US,0.21,240,0.25,ACTIVE,primary,0.26,0
EU_IN,0.36,474,0.42,ACTIVE,primary,0.55,0
IN_EU,0.77,487,0.79,ACTIVE,primary,0.9,0
SG_US,0.79,102,0.74,ACTIVE,secondary,0.41,1
EU_IN,0.4,320,0.2,ACTIVE,primary,0.23,0
IN_EU,0.54,173,0.12,ACTIVE,primary,0.74,1
IN_SG,0.76,83,0.75,ACTIVE,primary,0.71,1
IN_EU,0.79,483,0.99,ACTIVE,secondary,0.9,1
IN_US,0.92,212,0.62,ACTIVE,secondary,0.36,1
IN_EU,0.41,112,0.85,ACTIVE,secondary,0.4,0
EU_IN,0.86,307,0.29,BLOCKED,primary,0.58,0
IN_US,0.97,80,0.91,ACTIVE,secondary,0.88,1
IN_EU,0.54,85,0.29,ACTIVE,secondary,0.88,1
SG_US,0.69,61,0.18,ACTIVE,primary,0.43,1
EU_IN,0.88,123,0.6,ACTIVE,secondary,0.67,1
EU_IN,0.42,250,0.8,ACTIVE,secondary,0.84,0
IN_US,0.46,100,0.59,ACTIVE,secondary,0.33,1
IN_EU,0.9,425,0.8,ACTIVE,secondary,0.75,1
SG_US,0.7,370,0.76,ACTIVE,secondary,0.4,1
EU_US,0.49,176,0.57,ACTIVE,primary,0.59,0
IN_US,0.93,298,0.84,ACTIVE,primary,0.38,0
IN_EU,0.38,163,0.25,BLOCKED,secondary,0.44,0
SG_US,0.9,348,0.19,ACTIVE,secondary,0.47,1
SG_US,0.76,195,0.75,ACTIVE,secondary,0.33,0
IN_SG,0.29,282,0.6,ACTIVE,secondary,0.44,0
EU_US,0.71,292,0.71,BLOCKED,secondary,0.86,0
IN_US,0.54,173,0.55,ACTIVE,primary,0.7,1
EU_IN,0.64,292,0.29,ACTIVE,primary,0.97,1
SG_US,0.64,405,0.73,ACTIVE,primary,0.86,1
IN_US,0.54,218,0.12,ACTIVE,secondary,0.61,1
EU_US,0.88,299,0.29,ACTIVE,secondary,0.64,1
IN_US,0.85,430,0.94,ACTIVE,secondary,0.82,1
IN_SG,0.62,492,0.77,ACTIVE,primary,0.64,0
SG_US,0.29,341,0.5,ACTIVE,secondary,0.24,0
EU_US,0.92,51,0.75,ACTIVE,secondary,0.58,0
IN_US,0.28,233,0.79,BLOCKED,secondary,0.26,0
EU_US,0.45,87,0.83,ACTIVE,primary,0.77,0
IN_EU,0.37,108,0.78,ACTIVE,secondary,0.59,0
IN_SG,0.86,323,0.56,BLOCKED,primary,0.77,0
EU_IN,0.75,224,0.74,ACTIVE,secondary,0.94,1
IN_EU,0.28,254,0.33,ACTIVE,secondary,0.32,1
EU_US,0.25,321,0.85,ACTIVE,primary,0.43,1
IN_US,0.41,245,0.29,ACTIVE,secondary,0.66,1
EU_IN,0.69,312,0.2,ACTIVE,secondary,0.79,0
SG_US,0.45,241,0.21,ACTIVE,primary,0.54,1
SG_US,0.88,305,0.66,ACTIVE,primary,0.38,0
EU_IN,0.31,332,0.27,ACTIVE,secondary,0.41,1
SG_US,0.45,319,0.88,ACTIVE,primary,0.69,1
SG_US,0.52,287,0.6,ACTIVE,secondary,0.52,0
IN_US,0.86,313,0.5,ACTIVE,secondary,0.5,0
EU_IN,0.57,238,0.3,ACTIVE,secondary,0.4,0
IN_US,0.37,481,0.35,ACTIVE,primary,0.92,1
EU_IN,0.66,397,0.32,ACTIVE,secondary,0.3,0
SG_US,0.83,252,0.9,ACTIVE,primary,0.81,1
IN_SG,0.98,303,0.34,BLOCKED,primary,0.97,0
EU_IN,0.22,491,0.52,ACTIVE,primary,0.4,1
SG_US,0.79,238,0.76,ACTIVE,primary,0.51,1
IN_SG,0.33,147,0.6,BLOCKED,primary,0.62,1
IN_US,0.5,63,0.84,ACTIVE,secondary,0.58,0
IN_SG,0.6,418,0.71,ACTIVE,secondary,0.46,1
IN_US,0.42,258,0.86,ACTIVE,secondary,0.46,0
IN_SG,0.66,204,0.56,ACTIVE,secondary,0.21,0
IN_SG,0.44,98,0.94,ACTIVE,primary,0.22,1
IN_US,0.65,416,0.81,BLOCKED,primary,0.35,0
IN_SG,0.9,460,0.65,ACTIVE,secondary,0.81,1
IN_SG,0.47,441,0.51,ACTIVE,primary,0.94,1
EU_US,0.7,191,0.21,ACTIVE,secondary,0.49,0
SG_US,0.91,141,0.43,ACTIVE,secondary,0.64,1
IN_US,0.94,467,0.21,ACTIVE,secondary,0.73,0
EU_IN,0.49,141,0.51,ACTIVE,secondary,0.68,1
IN_SG,0.53,201,0.15,ACTIVE,secondary,0.67,0
IN_SG,0.44,185,0.58,ACTIVE,secondary,0.35,1
IN_SG,0.53,442,0.72,BLOCKED,secondary,0.85,0
SG_US,0.94,197,0.52,BLOCKED,primary,0.68,0
EU_US,0.74,428,0.8,ACTIVE,secondary,0.22,1
EU_US,0.39,148,0.2,ACTIVE,primary,0.83,0
SG_US,0.21,106,0.65,ACTIVE,primary,0.52,0
EU_US,0.59,319,0.55,ACTIVE,secondary,0.27,1
IN_SG,0.43,58,0.43,ACTIVE,secondary,0.72,0
SG_US,0.46,500,0.67,BLOCKED,primary,0.9,0
EU_US,0.72,173,0.2,ACTIVE,primary,0.96,0
IN_US,0.91,275,0.34,ACTIVE,primary,0.61,0
IN_SG,0.23,92,0.24,ACTIVE,primary,0.26,1
IN_US,0.54,272,0.74,ACTIVE,primary,0.39,0
IN_US,0.24,191,0.15,ACTIVE,primary,0.35,0
IN_EU,0.47,454,0.88,ACTIVE,primary,0.3,0
IN_SG,0.48,122,0.71,BLOCKED,secondary,0.22,1
IN_US,0.21,376,0.27,ACTIVE,secondary,0.48,1
IN_US,0.28,274,0.65,ACTIVE,primary,0.78,0
EU_US,0.42,409,0.6,ACTIVE,primary,0.35,0
IN_EU,0.99,137,0.7,ACTIVE,primary,0.38,1
SG_US,0.63,345,0.65,ACTIVE,primary,0.83,1
SG_US,0.84,345,0.77,ACTIVE,primary,0.5,1
EU_US,0.41,51,0.77,ACTIVE,secondary,0.37,0
SG_US,0.71,226,0.39,ACTIVE,primary,0.48,1
IN_EU,0.28,304,0.23,ACTIVE,secondary,0.93,0
EU_US,0.63,426,0.59,ACTIVE,primary,0.94,1
SG_US,0.47,309,0.65,ACTIVE,primary,0.5,1
IN_EU,0.73,248,0.78,ACTIVE,secondary,0.45,0
SG_US,0.38,476,0.44,ACTIVE,secondary,0.67,1
IN_SG,0.51,442,0.64,BLOCKED,primary,0.55,0
IN_SG,0.23,455,0.26,ACTIVE,secondary,0.35,1
EU_IN,0.93,479,0.83,ACTIVE,primary,0.77,1
IN_US,0.41,276,0.54,BLOCKED,primary,0.76,0
EU_US,0.25,330,0.51,ACTIVE,primary,0.27,1
SG_US,0.98,458,0.81,ACTIVE,primary,0.79,0
IN_SG,0.82,353,0.43,BLOCKED,primary,0.47,0
SG_US,0.66,451,0.25,ACTIVE,secondary,0.82,0
IN_EU,0.76,328,0.9,ACTIVE,primary,0.73,1
IN_EU,0.59,301,0.42,ACTIVE,secondary,0.9,0
SG_US,0.54,111,0.61,ACTIVE,primary,0.34,1
SG_US,0.43,499,0.66,ACTIVE,primary,0.39,0
IN_US,0.85,441,0.56,ACTIVE,primary,0.79,0
IN_EU,0.43,106,0.31,ACTIVE,primary,0.54,1
IN_EU,0.38,141,0.91,BLOCKED,secondary,0.51,0
EU_IN,0.4,204,0.2,ACTIVE,primary,0.48,1
IN_EU,0.23,274,0.17,ACTIVE,primary,0.94,1
IN_SG,0.34,436,0.66,ACTIVE,primary,0.26,0
IN_SG,0.77,68,0.18,ACTIVE,primary,0.93,1
IN_SG,0.26,98,0.52,ACTIVE,primary,0.31,1
IN_SG,0.4,148,0.25,ACTIVE,secondary,0.94,1
EU_IN,0.67,172,0.43,ACTIVE,primary,0.76,0
IN_SG,0.48,60,0.62,ACTIVE,primary,0.75,0
EU_IN,0.39,247,0.77,ACTIVE,secondary,0.62,0
IN_US,0.65,410,0.42,ACTIVE,secondary,0.64,0
IN_SG,0.41,54,0.55,ACTIVE,primary,0.37,1
IN_EU,0.44,246,0.84,ACTIVE,secondary,0.27,0
IN_EU,0.41,403,0.76,ACTIVE,primary,0.72,0
EU_IN,0.43,166,0.12,ACTIVE,secondary,0.81,1
SG_US,0.43,166,0.88,ACTIVE,primary,0.75,0
SG_US,0.6,499,0.22,ACTIVE,primary,0.92,1
IN_SG,0.37,494,0.39,ACTIVE,primary,0.62,1
EU_IN,0.82,215,0.76,ACTIVE,secondary,0.5,1
EU_IN,0.55,419,0.29,ACTIVE,primary,0.98,1
SG_US,0.73,286,0.94,ACTIVE,secondary,0.56,0
IN_SG,0.49,389,0.51,ACTIVE,primary,0.33,1
IN_US,0.21,352,0.21,ACTIVE,secondary,0.92,1
IN_SG,0.87,113,0.2,ACTIVE,primary,0.35,1
IN_SG,0.83,489,0.17,BLOCKED,primary,0.25,0
IN_EU,0.54,124,0.19,ACTIVE,primary,0.97,0
IN_SG,0.67,241,0.83,ACTIVE,primary,0.61,0
IN_SG,0.94,341,0.19,ACTIVE,secondary,0.83,1
EU_US,0.35,173,0.35,ACTIVE,primary,0.67,0
IN_US,0.63,268,0.49,ACTIVE,secondary,0.71,0
EU_US,0.8,166,0.93,BLOCKED,secondary,0.87,0
IN_EU,0.8,192,0.36,ACTIVE,secondary,0.36,1
IN_US,0.31,470,0.56,BLOCKED,secondary,0.59,0
EU_IN,0.96,225,0.73,ACTIVE,secondary,0.58,1
SG_US,0.85,253,0.98,ACTIVE,secondary,0.24,0
SG_US,0.35,390,0.21,ACTIVE,secondary,0.71,0
IN_EU,0.93,219,0.37,ACTIVE,secondary,0.97,1
IN_EU,0.24,425,0.65,ACTIVE,primary,0.71,0
IN_EU,0.39,426,0.11,ACTIVE,secondary,0.63,0
EU_IN,0.85,478,0.94,ACTIVE,primary,0.74,1
EU_IN,0.69,211,0.57,ACTIVE,primary,0.81,0
IN_EU,0.48,404,0.52,ACTIVE,primary,0.67,1
IN_SG,0.36,381,0.71,ACTIVE,secondary,0.39,1
EU_IN,0.97,318,0.67,ACTIVE,primary,0.84,1
IN_SG,0.6,469,0.39,BLOCKED,primary,0.22,0
SG_US,0.83,289,0.29,BLOCKED,primary,0.78,0
EU_IN,0.21,302,0.88,ACTIVE,secondary,0.28,0
EU_US,0.66,363,0.15,ACTIVE,secondary,0.89,0
IN_SG,0.82,333,0.9,ACTIVE,primary,0.87,1
EU_US,0.32,234,0.14,ACTIVE,secondary,0.33,1
SG_US,0.35,111,0.94,ACTIVE,secondary,0.35,0
IN_EU,0.91,223,0.49,ACTIVE,secondary,0.25,1
IN_SG,0.41,404,0.51,ACTIVE,primary,0.81,0
EU_IN,0.66,230,0.75,ACTIVE,primary,0.41,0
EU_IN,0.25,471,0.14,ACTIVE,primary,0.32,1
SG_US,0.93,378,0.96,ACTIVE,primary,0.44,1
IN_US,0.44,477,0.56,ACTIVE,primary,0.64,0
IN_SG,0.45,489,0.83,ACTIVE,secondary,0.6,0
SG_US,0.46,217,0.55,ACTIVE,secondary,0.87,0
SG_US,0.24,119,0.76,ACTIVE,primary,0.43,0
EU_US,0.64,52,0.17,BLOCKED,primary,0.23,0
IN_EU,0.78,378,0.2,ACTIVE,secondary,0.5,0
IN_US,0.49,444,0.97,ACTIVE,primary,0.61,0
EU_IN,0.59,119,0.22,ACTIVE,secondary,0.88,1
IN_SG,0.76,100,0.38,ACTIVE,secondary,0.57,1
IN_EU,0.22,150,0.29,ACTIVE,secondary,0.93,0
SG_US,0.83,410,0.45,BLOCKED,secondary,0.6,0
IN_EU,0.63,100,0.37,ACTIVE,primary,0.42,0
EU_US,0.67,207,0.28,ACTIVE,primary,0.43,1
IN_EU,0.99,274,0.86,ACTIVE,primary,0.87,1
EU_US,0.33,110,0.24,BLOCKED,primary,0.5,0
SG_US,0.65,341,0.62,ACTIVE,primary,0.77,1
SG_US,0.61,399,0.13,ACTIVE,primary,0.73,1
EU_IN,0.38,83,0.19,ACTIVE,primary,0.95,0
IN_SG,0.55,166,0.42,ACTIVE,secondary,0.36,1
IN_US,0.53,350,0.83,ACTIVE,primary,0.32,1
EU_US,0.5,228,0.55,ACTIVE,secondary,0.78,0
EU_IN,0.76,420,0.7,ACTIVE,primary,0.49,0
SG_US,0.94,352,0.93,ACTIVE,secondary,0.43,1
IN_SG,0.74,291,0.97,ACTIVE,secondary,0.96,1
IN_US,0.48,97,0.74,ACTIVE,primary,0.77,0
EU_IN,0.71,207,0.25,ACTIVE,primary,0.47,1
IN_EU,0.42,301,0.11,ACTIVE,primary,0.36,0
SG_US,0.94,80,0.14,ACTIVE,secondary,0.47,0
EU_US,0.6,120,0.11,ACTIVE,primary,0.24,1
SG_US,0.38,210,0.79,BLOCKED,primary,0.68,0
IN_US,0.9,449,0.42,ACTIVE,primary,0.26,0
IN_US,0.34,478,0.13,ACTIVE,secondary,0.91,1
IN_EU,0.93,86,0.31,BLOCKED,secondary,0.37,0
IN_SG,0.79,370,0.83,ACTIVE,secondary,0.49,1
SG_US,0.67,135,0.41,ACTIVE,primary,0.47,1
IN_EU,0.42,448,0.43,ACTIVE,primary,0.36,1
IN_SG,0.8,344,0.16,ACTIVE,secondary,0.85,1
EU_US,0.78,150,0.74,ACTIVE,primary,0.87,0
IN_SG,0.4,418,0.92,ACTIVE,secondary,0.38,0
EU_US,0.95,267,0.83,ACTIVE,primary,0.4,1
IN_US,0.4,126,0.15,BLOCKED,primary,0.65,0
IN_EU,0.4,156,0.97,ACTIVE,secondary,0.24,0
IN_US,0.79,51,0.41,ACTIVE,secondary,0.34,0
IN_US,0.48,94,0.2,ACTIVE,primary,0.62,0
IN_SG,0.79,332,0.62,ACTIVE,secondary,0.45,0
SG_US,0.54,258,0.29,BLOCKED,secondary,0.98,1
EU_US,0.6,159,0.94,ACTIVE,secondary,0.97,0
SG_US,0.34,194,0.88,ACTIVE,secondary,0.92,0
SG_US,0.89,187,0.35,ACTIVE,secondary,0.87,1
SG_US,0.61,363,0.11,BLOCKED,secondary,0.36,0
IN_EU,0.52,239,0.7,ACTIVE,primary,0.92,1
IN_US,0.77,275,0.39,ACTIVE,secondary,0.4,1
IN_SG,0.63,201,0.61,ACTIVE,primary,0.75,1
IN_SG,0.26,96,0.48,ACTIVE,primary,0.67,0
IN_US,0.42,421,0.21,ACTIVE,primary,0.6,1
EU_IN,0.85,80,0.34,ACTIVE,secondary,0.89,1
EU_IN,0.9,385,0.33,ACTIVE,primary,0.89,1
EU_US,0.22,190,0.56,ACTIVE,primary,0.23,0
IN_EU,0.67,276,0.29,BLOCKED,primary,0.22,0
SG_US,0.48,297,0.58,ACTIVE,secondary,0.94,1
IN_EU,0.45,97,0.57,BLOCKED,primary,0.89,0
SG_US,0.92,471,0.31,ACTIVE,secondary,0.86,0
IN_US,0.28,275,0.14,ACTIVE,primary,0.93,1
SG_US,0.59,397,0.61,ACTIVE,primary,0.35,0
EU_IN,0.45,185,0.3,ACTIVE,primary,0.52,0
EU_US,0.76,127,0.26,ACTIVE,secondary,0.36,0
IN_US,0.3,109,0.92,BLOCKED,primary,0.35,0
EU_IN,0.42,72,0.76,ACTIVE,primary,0.98,0
IN_EU,0.69,428,0.58,ACTIVE,primary,0.33,0
IN_SG,0.71,348,0.71,ACTIVE,secondary,0.2,1
EU_IN,0.93,359,0.71,ACTIVE,primary,0.56,0
IN_SG,0.78,68,0.83,ACTIVE,primary,0.33,1
IN_EU,0.84,308,0.9,BLOCKED,secondary,0.85,0
EU_IN,0.4,312,0.66,BLOCKED,primary,0.57,0
IN_SG,0.27,324,0.84,ACTIVE,secondary,0.65,0
EU_IN,0.94,338,0.36,ACTIVE,primary,0.24,1
SG_US,0.82,306,0.23,ACTIVE,secondary,0.61,1
SG_US,0.93,289,0.15,ACTIVE,secondary,0.79,0
EU_IN,0.66,110,0.67,ACTIVE,secondary,0.24,0
EU_IN,0.35,250,0.4,ACTIVE,secondary,0.59,0
IN_US,0.88,495,0.11,ACTIVE,secondary,0.86,0
IN_EU,0.28,291,0.18,ACTIVE,secondary,0.82,1
IN_EU,0.52,176,0.24,ACTIVE,primary,0.82,1
IN_EU,0.22,309,0.89,ACTIVE,secondary,0.84,0
IN_US,0.76,267,0.13,ACTIVE,secondary,0.87,1
IN_EU,0.97,409,0.41,ACTIVE,primary,0.47,1
IN_EU,0.4,57,0.68,ACTIVE,secondary,0.62,0
EU_IN,0.46,150,0.39,ACTIVE,primary,0.43,1
EU_IN,0.58,232,0.95,ACTIVE,primary,0.32,1
IN_SG,0.45,94,0.2,ACTIVE,secondary,0.97,0
IN_US,0.47,473,0.39,BLOCKED,primary,0.67,1
EU_US,0.67,340,0.96,BLOCKED,secondary,0.48,0
EU_US,0.39,478,0.79,BLOCKED,secondary,0.57,0
EU_IN,0.39,312,0.93,ACTIVE,primary,0.56,0
IN_EU,0.62,71,0.35,ACTIVE,primary,0.92,1
IN_US,0.64,470,0.4,ACTIVE,primary,0.75,1
IN_SG,0.29,354,0.33,ACTIVE,primary,0.59,0
IN_EU,0.29,288,0.92,ACTIVE,primary,0.37,1
SG_US,0.44,289,0.16,ACTIVE,secondary,0.8,0
IN_EU,0.66,337,0.15,ACTIVE,secondary,0.31,1
EU_US,0.95,220,0.27,ACTIVE,primary,0.57,1
IN_SG,0.38,204,0.44,ACTIVE,secondary,0.79,0
SG_US,0.47,167,0.29,ACTIVE,secondary,0.7,0
EU_IN,0.38,217,0.37,ACTIVE,secondary,0.41,0
IN_US,0.43,91,0.84,ACTIVE,secondary,0.91,1
IN_US,0.86,316,0.2,ACTIVE,secondary,0.26,1
EU_US,0.72,359,0.47,ACTIVE,secondary,0.26,1
SG_US,0.32,305,0.73,ACTIVE,primary,0.85,1
EU_US,0.63,451,0.35,ACTIVE,secondary,0.44,1
IN_EU,0.26,364,0.8,ACTIVE,secondary,0.37,0
IN_SG,0.6,199,0.65,ACTIVE,secondary,0.28,1
EU_US,0.23,441,0.54,ACTIVE,primary,0.47,1
EU_US,0.21,362,0.19,ACTIVE,secondary,0.21,0
SG_US,0.64,225,0.73,ACTIVE,primary,0.85,1
IN_EU,0.75,223,0.56,ACTIVE,primary,0.37,1
IN_SG,0.59,96,0.38,ACTIVE,primary,0.36,0
IN_EU,0.63,264,0.93,ACTIVE,secondary,0.78,0
IN_SG,0.55,465,0.18,ACTIVE,secondary,0.8,1
IN_EU,0.54,260,0.22,ACTIVE,primary,0.7,1
EU_US,0.77,418,0.28,BLOCKED,secondary,0.52,0
EU_US,0.73,380,0.27,BLOCKED,secondary,0.92,0
EU_US,0.31,135,0.62,ACTIVE,secondary,0.25,1
EU_IN,0.86,419,0.41,ACTIVE,primary,0.77,1
IN_US,0.43,146,0.98,ACTIVE,secondary,0.9,1
EU_US,0.81,227,0.99,ACTIVE,secondary,0.65,0
IN_SG,0.5,163,0.97,ACTIVE,primary,0.85,0
IN_EU,0.55,488,0.24,ACTIVE,primary,0.43,1
IN_EU,0.77,131,0.5,ACTIVE,secondary,0.46,0
SG_US,0.94,390,0.63,ACTIVE,primary,0.5,1
IN_EU,0.45,251,0.14,ACTIVE,secondary,0.88,1
SG_US,0.42,277,0.69,ACTIVE,primary,0.85,1
IN_EU,0.86,275,0.3,BLOCKED,secondary,0.95,0
IN_EU,0.97,205,0.4,ACTIVE,secondary,0.41,0
EU_US,0.66,439,0.82,BLOCKED,secondary,0.4,0
IN_US,0.89,130,0.5,ACTIVE,primary,0.3,1
IN_US,0.49,372,0.18,ACTIVE,secondary,0.91,0
IN_US,0.26,67,0.94,ACTIVE,primary,0.23,1
EU_IN,0.82,190,0.49,ACTIVE,primary,0.71,1
EU_US,0.27,202,0.52,ACTIVE,secondary,0.65,0
EU_IN,0.34,444,0.76,ACTIVE,primary,0.55,0
EU_US,0.21,295,0.33,ACTIVE,secondary,0.81,1
IN_SG,0.87,169,0.22,ACTIVE,secondary,0.95,1
IN_SG,0.77,308,1.0,ACTIVE,secondary,0.88,0
IN_EU,0.31,316,0.3,ACTIVE,primary,0.72,0
SG_US,0.96,197,0.64,ACTIVE,primary,0.43,1
EU_US,0.66,68,0.62,ACTIVE,secondary,0.45,1
IN_EU,0.73,314,0.23,ACTIVE,primary,0.88,0
IN_SG,0.9,59,0.72,ACTIVE,secondary,0.32,0
SG_US,0.43,154,0.17,ACTIVE,primary,0.72,1
SG_US,0.36,295,0.2,ACTIVE,primary,0.25,1
IN_EU,0.24,296,0.63,ACTIVE,primary,0.28,0
EU_US,0.39,50,0.25,ACTIVE,secondary,0.73,1
IN_US,0.95,139,1.0,ACTIVE,primary,0.54,1
EU_US,0.3,451,0.41,ACTIVE,primary,0.82,0
IN_US,0.97,375,0.7,ACTIVE,secondary,0.52,1
IN_SG,0.56,265,0.4,ACTIVE,primary,0.51,1
EU_IN,0.53,386,0.88,ACTIVE,primary,0.33,0
EU_US,0.32,173,0.55,ACTIVE,primary,0.84,1
EU_IN,0.58,173,0.77,ACTIVE,secondary,0.39,0
IN_EU,0.85,220,0.91,BLOCKED,primary,0.77,0
IN_SG,0.96,303,0.94,ACTIVE,secondary,0.71,1
IN_US,0.91,263,0.73,BLOCKED,secondary,0.73,0
IN_EU,0.94,140,0.18,ACTIVE,secondary,0.87,1
IN_EU,0.55,479,0.44,ACTIVE,secondary,0.98,1
IN_EU,0.53,101,0.71,ACTIVE,secondary,0.24,1
IN_EU,0.4,375,0.71,ACTIVE,primary,0.49,0
IN_US,0.75,321,0.54,ACTIVE,primary,0.68,1
IN_US,0.64,239,0.32,ACTIVE,primary,0.62,0
EU_IN,0.34,274,0.27,ACTIVE,secondary,0.7,1
IN_EU,0.65,306,0.11,BLOCKED,secondary,0.73,0
SG_US,0.93,272,0.68,ACTIVE,primary,0.67,0
EU_IN,0.75,488,0.62,ACTIVE,primary,0.32,0
EU_US,0.89,375,0.94,ACTIVE,secondary,0.55,1
EU_US,0.71,74,0.33,ACTIVE,secondary,0.72,1
EU_IN,0.46,122,0.94,ACTIVE,primary,0.6,1
EU_US,0.84,286,0.46,ACTIVE,secondary,0.33,0
IN_US,0.65,106,0.23,ACTIVE,secondary,0.81,0
EU_IN,0.8,399,0.98,ACTIVE,primary,0.86,0
EU_IN,0.64,413,0.93,ACTIVE,secondary,0.59,0
EU_US,0.32,143,0.67,ACTIVE,primary,0.24,0
IN_SG,0.72,360,0.76,ACTIVE,secondary,0.62,1
SG_US,0.79,213,0.83,ACTIVE,secondary,0.63,1
IN_US,0.68,246,0.59,BLOCKED,secondary,0.78,0
SG_US,0.57,107,0.34,ACTIVE,primary,0.64,1
IN_US,0.88,467,0.4,BLOCKED,primary,0.61,1
IN_EU,0.71,346,0.6,BLOCKED,secondary,0.46,0
IN_SG,0.97,109,0.32,BLOCKED,secondary,0.89,0
IN_EU,0.71,292,0.6,ACTIVE,primary,0.99,1
EU_US,0.29,359,0.15,BLOCKED,secondary,0.74,0
IN_SG,0.39,55,0.33,ACTIVE,primary,0.86,0
SG_US,0.49,67,0.54,ACTIVE,secondary,0.46,0
EU_US,0.7,299,0.91,ACTIVE,primary,0.88,0
IN_SG,0.84,266,0.29,ACTIVE,secondary,0.59,1
IN_SG,0.66,313,0.43,ACTIVE,primary,0.79,0
IN_SG,0.96,123,0.15,ACTIVE,primary,0.8,1
IN_SG,0.52,189,0.97,ACTIVE,secondary,0.23,1
IN_EU,0.94,118,0.22,ACTIVE,primary,0.46,1
EU_IN,0.59,85,0.22,ACTIVE,secondary,0.46,1
EU_US,0.66,93,0.82,ACTIVE,primary,0.97,1
EU_IN,0.45,141,0.98,ACTIVE,primary,0.96,0
